Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,hospital_demand_ma,hospital_demand_ma
500000.0,1.0,1.0,1.0,20000.0,6.0,480.0,1.22930064,1180.7543663062756,0.0
,,,,,,,0.00958608,1158.4733659312424,0.0
,,,,,,,0.04823472,1116.9301806057458,0.0
,,,,,,,0.23265264,1050.8228739069623,0.0
,,,,,,,0.00197808,0.0,0.0
,,,,,,,2398.4784,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,0.0,0.0
,,,,,,,,1949.6367234689326,
,,,,,,,,1892.4058353308549,
,,,,,,,,1851.461630166994,
,,,,,,,,1813.7809815438427,
,,,,,,,,1766.0759087017677,
,,,,,,,,1670.059331291467,
,,,,,,,,1586.1014426794047,
,,,,,,,,1518.048672903168,
,,,,,,,,1469.664868256815,
,,,,,,,,1441.2119115115895,
,,,,,,,,1400.1087931457632,
,,,,,,,,1323.0304312534695,
,,,,,,,,1295.1949975144507,
,,,,,,,,1273.5825483275812,
,,,,,,,,1244.8191233733528,
,,,,,,,,1183.5088739664418,
,,,,,,,,1141.0646435211256,
,,,,,,,,1116.3811060772434,
,,,,,,,,1098.0744004351957,
,,,,,,,,1075.1219631409663,
,,,,,,,,1068.6613021094092,
,,,,,,,,1046.2627957265604,
,,,,,,,,1031.5709832490236,
,,,,,,,,1019.9538709833705,
,,,,,,,,1005.6124022395538,
,,,,,,,,999.667026726275,
,,,,,,,,1002.7541843820255,
,,,,,,,,997.0307783415036,
,,,,,,,,986.641447776563,
,,,,,,,,1022.4537139893303,
,,,,,,,,1034.6598749666487,
,,,,,,,,1021.5460105965672,
,,,,,,,,1019.4776638463264,
,,,,,,,,1016.396409734355,
,,,,,,,,1008.0842736269941,
,,,,,,,,1014.707327242456,
,,,,,,,,1012.273933916068,
,,,,,,,,1001.5813934412722,
,,,,,,,,1005.2755967463766,
,,,,,,,,1000.9638661257826,
,,,,,,,,994.7397484127631,
,,,,,,,,999.306908248932,
,,,,,,,,993.8504045775989,
,,,,,,,,989.165351362354,
,,,,,,,,993.2717287275084,
,,,,,,,,997.2722725452522,
,,,,,,,,995.9388932349805,
,,,,,,,,998.7244902405365,
,,,,,,,,999.305768362382,
,,,,,,,,993.5860495020596,
,,,,,,,,999.0574404319254,
,,,,,,,,994.6396794859785,
,,,,,,,,989.6158237045827,
,,,,,,,,999.1707747525089,
,,,,,,,,1000.698054361267,
,,,,,,,,991.9678645252457,
,,,,,,,,989.0903274431045,
,,,,,,,,986.8490850089385,
,,,,,,,,983.4901782316546,
,,,,,,,,989.2459941921538,
,,,,,,,,986.6365878803631,
,,,,,,,,980.658003680689,
,,,,,,,,991.6330861470988,
,,,,,,,,986.3501053517537,
,,,,,,,,980.5534644915518,
,,,,,,,,1110.1781909090032,
,,,,,,,,1102.391612514012,
,,,,,,,,1040.132211182325,
,,,,,,,,1051.5144161828998,
,,,,,,,,1057.2593307675954,
,,,,,,,,974.7410164708974,
,,,,,,,,981.2446402633847,
,,,,,,,,990.7610452791109,
,,,,,,,,1010.1223820577461,
,,,,,,,,1028.4017090067498,
,,,,,,,,1058.2235806241215,
,,,,,,,,1095.2302279924866,
,,,,,,,,1138.3490656172328,
,,,,,,,,1174.53197263953,
,,,,,,,,1226.8246137869896,
,,,,,,,,1273.3737516406666,
,,,,,,,,1326.8778017545749,
,,,,,,,,1384.0714731895332,
,,,,,,,,1450.0488639848134,
,,,,,,,,1487.6310626749816,
,,,,,,,,1525.1559001071714,
,,,,,,,,1569.1995442796858,
,,,,,,,,1605.0660910526321,
,,,,,,,,1639.4641788670156,
,,,,,,,,1667.134370933632,
,,,,,,,,1687.9979420297857,
,,,,,,,,1700.8138131906844,
,,,,,,,,1707.3281375361037,
,,,,,,,,1693.510917144097,
,,,,,,,,1673.47146379903,
,,,,,,,,1634.99194502165,
,,,,,,,,1623.6447809042797,
,,,,,,,,1601.465519218501,
,,,,,,,,1583.388708154613,
,,,,,,,,1577.172164642037,
,,,,,,,,1562.2497111515775,
,,,,,,,,1504.243519722668,
,,,,,,,,1459.560183550582,
,,,,,,,,1415.6488976361527,
,,,,,,,,1382.351515309855,
,,,,,,,,1353.441812596499,
,,,,,,,,1311.2826741151257,
,,,,,,,,1238.6112850490379,
,,,,,,,,1208.641279942762,
,,,,,,,,1191.8032838477202,
,,,,,,,,1167.8445023843678,
,,,,,,,,1110.9014187780117,
,,,,,,,,1078.7671267103706,
,,,,,,,,1056.8196862503319,
,,,,,,,,1036.095989791751,
,,,,,,,,1005.5779655818184,
,,,,,,,,1007.6733274476989,
,,,,,,,,988.7390278085054,
,,,,,,,,966.377707726421,
,,,,,,,,973.2794881164792,
,,,,,,,,957.0150142575267,
,,,,,,,,931.0022946683894,
,,,,,,,,939.2085330305459,
,,,,,,,,919.5935022740089,
,,,,,,,,892.4966512846015,
,,,,,,,,921.3426155809385,
,,,,,,,,907.3811264973361,
,,,,,,,,878.3227842743593,
,,,,,,,,876.4929777003929,
,,,,,,,,865.9063897467179,
,,,,,,,,844.5142617389965,
,,,,,,,,846.3166953203443,
,,,,,,,,844.3241512305912,
,,,,,,,,825.4753257173287,
,,,,,,,,826.3193154206051,
,,,,,,,,815.9743631551239,
,,,,,,,,803.9743729296254,
,,,,,,,,807.049983485683,
,,,,,,,,798.44633000642,
,,,,,,,,790.0277986599247,
,,,,,,,,792.5107349654664,
,,,,,,,,789.1584226038208,
,,,,,,,,783.0123265862252,
,,,,,,,,782.2909144848428,
,,,,,,,,768.4022616890851,
,,,,,,,,762.1963514761328,
,,,,,,,,764.8891187536326,
,,,,,,,,752.7388856913965,
,,,,,,,,750.4510795139587,
,,,,,,,,741.9203069537064,
,,,,,,,,731.0597641467117,
,,,,,,,,712.7935519945324,
,,,,,,,,713.9992422986084,
,,,,,,,,694.3364979293785,
,,,,,,,,695.5682552564332,
,,,,,,,,706.6537568342683,
,,,,,,,,697.59065589307,
,,,,,,,,682.2591433578814,
,,,,,,,,678.7199270219485,
,,,,,,,,671.3015649997881,
,,,,,,,,668.0182320233267,
,,,,,,,,796.9788946678498,
,,,,,,,,813.0333945474251,
,,,,,,,,770.7459208568928,
,,,,,,,,778.9824694851558,
,,,,,,,,815.9158706252196,
,,,,,,,,751.3919771775701,
,,,,,,,,755.5593609605775,
,,,,,,,,779.0904583195357,
,,,,,,,,819.476799713544,
,,,,,,,,854.1136990902496,
,,,,,,,,917.1044007585665,
,,,,,,,,973.1744206100121,
,,,,,,,,1041.2410187586158,
,,,,,,,,1087.8646824435295,
,,,,,,,,1137.6493118443886,
,,,,,,,,1191.8251525535811,
,,,,,,,,1253.0791419611169,
,,,,,,,,1313.500436633834,
,,,,,,,,1381.7539786446457,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
,,,,,,,,0.0,
