Time_Index,solar_pv,rolling_avg,min_480_rolling
69690,0.0,0.01088320625,0.0
69691,0.0,0.01088320625,0.0
69692,0.0,0.01088320625,0.0
69693,0.0,0.01088320625,0.0
69694,0.0,0.01088320625,0.0
69695,0.0,0.01088320625,0.0
69696,0.0,0.01088320625,0.0
69697,0.0,0.01088320625,0.0
69698,0.0,0.01088320625,0.0
69699,0.0,0.01088320625,0.0
69700,0.0,0.01088320625,0.0
69701,0.0,0.01088320625,0.0
69702,0.0,0.01088320625,0.0
69703,0.0,0.01088320625,0.0
69704,0.00139375,0.01088320625,0.00139375
69705,0.007698,0.010878059895833332,0.007698
69706,0.015621,0.010841534375,0.015621
69707,0.02338175,0.0107680609375,0.02338175
69708,0.0252115,0.010654352083333334,0.0252115
69709,0.016747,0.0105325859375,0.016747
69710,0.008823,0.0104235515625,0.008823
69711,0.00530125,0.010357402604166668,0.00530125
69712,0.0014015,0.0103388234375,0.0014015
69713,5e-05,0.010338894270833334,5e-05
69714,0.0,0.0103389984375,0.0
69715,0.0,0.0103389984375,0.0
69716,0.0,0.0103389984375,0.0
69717,0.0,0.0103389984375,0.0
69718,0.0,0.0103389984375,0.0
69719,0.0,0.0103389984375,0.0
69720,0.0,0.0103389984375,0.0
69721,0.0,0.0103389984375,0.0
69722,0.0,0.0103389984375,0.0
69723,0.0,0.0103389984375,0.0
69724,0.0,0.0103389984375,0.0
69725,0.0,0.0103389984375,0.0
69726,0.0,0.0103389984375,0.0
69727,0.0,0.0103389984375,0.0
69728,0.0005505,0.0103389984375,0.0005505
69729,0.0085435,0.010340454166666667,0.0085435
69730,0.01564325,0.0103579984375,0.01564325
69731,0.02142625,0.010394863020833334,0.02142625
69732,0.02357025,0.01047314375,0.02357025
69733,0.026991,0.010596922916666666,0.026991
69734,0.0215105,0.010705209895833333,0.0215105
69735,0.0130035,0.010783554166666666,0.0130035
69736,0.0039435,0.010817758333333333,0.0039435
69737,5.05e-05,0.010828072395833334,5.05e-05
69738,0.0,0.010828384895833333,0.0
69739,0.0,0.010828384895833333,0.0
69740,0.0,0.010828384895833333,0.0
69741,0.0,0.010828384895833333,0.0
69742,0.0,0.010828384895833333,0.0
69743,0.0,0.010828384895833333,0.0
69744,0.0,0.010828384895833333,0.0
69745,0.0,0.010828384895833333,0.0
69746,0.0,0.010828384895833333,0.0
69747,0.0,0.010828384895833333,0.0
69748,0.0,0.010828384895833333,0.0
69749,0.0,0.010828384895833333,0.0
69750,0.0,0.010828384895833333,0.0
69751,0.0,0.010828384895833333,0.0
69752,0.0025925,0.010828384895833333,0.0025925
69753,0.00931825,0.0108235953125,0.00931825
69754,0.029536,0.010786782291666666,0.029536
69755,0.0518805,0.010693934375,0.0518805
69756,0.05867925,0.010583156250000001,0.05867925
69757,0.05512975,0.010480405729166668,0.05512975
69758,0.04081375,0.010351150520833333,0.04081375
69759,0.02492075,0.010233452604166667,0.02492075
69760,0.0083005,0.010165884374999998,0.0083005
69761,0.00024975,0.010146721354166667,0.00024975
69762,0.0,0.010146201041666667,0.0
69763,0.0,0.010146201041666667,0.0
69764,0.0,0.010146201041666667,0.0
69765,0.0,0.010146201041666667,0.0
69766,0.0,0.010146201041666667,0.0
69767,0.0,0.010146201041666667,0.0
69768,0.0,0.010146201041666667,0.0
69769,0.0,0.010146201041666667,0.0
69770,0.0,0.010146201041666667,0.0
69771,0.0,0.010146201041666667,0.0
69772,0.0,0.010146201041666667,0.0
69773,0.0,0.010146201041666667,0.0
69774,0.0,0.010146201041666667,0.0
69775,0.0,0.010146201041666667,0.0
69776,0.00075125,0.010146201041666667,0.00075125
69777,0.00368,0.0101457671875,0.00368
69778,0.01814725,0.010148082812499999,0.01814725
69779,0.029357,0.010148484895833334,0.029357
69780,0.03888175,0.010150213020833333,0.03888175
69781,0.03495875,0.010149003125,0.03495875
69782,0.022586,0.0101620703125,0.022586
69783,0.0127905,0.010184063541666668,0.0127905
69784,0.0046115,0.010207396875,0.0046115
69785,0.00025025,0.010214905208333335,0.00025025
69786,0.0,0.010215321354166668,0.0
69787,0.0,0.010215321354166668,0.0
69788,0.0,0.010215321354166668,0.0
69789,0.0,0.010215321354166668,0.0
69790,0.0,0.010215321354166668,0.0
69791,0.0,0.010215321354166668,0.0
69792,0.0,0.010215321354166668,0.0
69793,0.0,0.010215321354166668,0.0
69794,0.0,0.010215321354166668,0.0
69795,0.0,0.010215321354166668,0.0
69796,0.0,0.010215321354166668,0.0
69797,0.0,0.010215321354166668,0.0
69798,0.0,0.010215321354166668,0.0
69799,0.0,0.010215321354166668,0.0
69800,0.00105175,0.010215321354166668,0.00105175
69801,0.009073,0.0102146953125,0.009073
69802,0.025599,0.010225146354166666,0.025599
69803,0.03123475,0.010237907291666666,0.03123475
69804,0.04305225,0.010258857812500001,0.04305225
69805,0.0369755,0.010295176041666666,0.0369755
69806,0.03308525,0.010344340104166665,0.03308525
69807,0.01995675,0.010414761979166666,0.01995675
69808,0.0052625,0.010478569270833332,0.0052625
69809,0.00019975,0.010500153125,0.00019975
69810,0.0,0.010500882291666668,0.0
69811,0.0,0.010500882291666668,0.0
69812,0.0,0.010500882291666668,0.0
69813,0.0,0.010500882291666668,0.0
69814,0.0,0.010500882291666668,0.0
69815,0.0,0.010500882291666668,0.0
69816,0.0,0.010500882291666668,0.0
69817,0.0,0.010500882291666668,0.0
69818,0.0,0.010500882291666668,0.0
69819,0.0,0.010500882291666668,0.0
69820,0.0,0.010500882291666668,0.0
69821,0.0,0.010500882291666668,0.0
69822,0.0,0.010500882291666668,0.0
69823,0.0,0.010500882291666668,0.0
69824,0.002147,0.010500882291666668,0.002147
69825,0.0199115,0.010501616666666665,0.0199115
69826,0.04841725,0.010518986979166667,0.04841725
69827,0.0612715,0.010546856770833333,0.0612715
69828,0.06366925,0.010596419791666667,0.06366925
69829,0.05560125,0.010638343750000001,0.05560125
69830,0.0391025,0.010688730208333334,0.0391025
69831,0.0208515,0.0107295453125,0.0208515
69832,0.005447,0.010755221875,0.005447
69833,0.00019975,0.010767208333333333,0.00019975
69834,0.0,0.010767208333333333,0.0
69835,0.0,0.010767208333333333,0.0
69836,0.0,0.010767208333333333,0.0
69837,0.0,0.010767208333333333,0.0
69838,0.0,0.010767208333333333,0.0
69839,0.0,0.010767208333333333,0.0
69840,0.0,0.010767208333333333,0.0
69841,0.0,0.010767208333333333,0.0
69842,0.0,0.010767208333333333,0.0
69843,0.0,0.010767208333333333,0.0
69844,0.0,0.010767208333333333,0.0
69845,0.0,0.010767208333333333,0.0
69846,0.0,0.010767208333333333,0.0
69847,0.0,0.010767208333333333,0.0
69848,0.0004005,0.010767208333333333,0.0004005
69849,0.00522275,0.010769290625,0.00522275
69850,0.01363475,0.010775842187499999,0.01363475
69851,0.021413,0.010810790104166667,0.021413
69852,0.025224,0.010871896354166667,0.025224
69853,0.0125255,0.010932620833333333,0.0125255
69854,0.007779,0.010956618229166666,0.007779
69855,0.0031575,0.010935074479166668,0.0031575
69856,0.00115,0.010940127604166667,0.00115
69857,0.00015,0.010933515625,0.00015
69858,0.0,0.010934658854166668,0.0
69859,0.0,0.010934658854166668,0.0
69860,0.0,0.010934658854166668,0.0
69861,0.0,0.010934658854166668,0.0
69862,0.0,0.010934658854166668,0.0
69863,0.0,0.010934658854166668,0.0
69864,0.0,0.010934658854166668,0.0
69865,0.0,0.010934658854166668,0.0
69866,0.0,0.010934658854166668,0.0
69867,0.0,0.010934658854166668,0.0
69868,0.0,0.010934658854166668,0.0
69869,0.0,0.010934658854166668,0.0
69870,0.0,0.010934658854166668,0.0
69871,0.0,0.010934658854166668,0.0
69872,0.0014045,0.010934658854166668,0.0014045
69873,0.0150915,0.010930982291666667,0.0150915
69874,0.01458925,0.010889221354166666,0.01458925
69875,0.01675475,0.010778519791666667,0.01675475
69876,0.02479925,0.010647945833333335,0.02479925
69877,0.026153,0.010475042708333333,0.026153
69878,0.030457,0.010281155208333333,0.030457
69879,0.0226355,0.010115256770833332,0.0226355
69880,0.009215,0.0100059109375,0.009215
69881,0.00029975,0.009972797395833333,0.00029975
69882,0.0,0.009971756770833335,0.0
69883,0.0,0.009971756770833335,0.0
69884,0.0,0.009971756770833335,0.0
69885,0.0,0.009971756770833335,0.0
69886,0.0,0.009971756770833335,0.0
69887,0.0,0.009971756770833335,0.0
69888,0.0,0.009971756770833335,0.0
69889,0.0,0.009971756770833335,0.0
69890,0.0,0.009971756770833335,0.0
69891,0.0,0.009971756770833335,0.0
69892,0.0,0.009971756770833335,0.0
69893,0.0,0.009971756770833335,0.0
69894,0.0,0.009971756770833335,0.0
69895,0.0,0.009971756770833335,0.0
69896,0.00094975,0.009971756770833335,0.00094975
69897,0.007565,0.009964763020833333,0.007565
69898,0.02599825,0.009917026562499999,0.02599825
69899,0.03847975,0.0098189625,0.03847975
69900,0.04174975,0.009658278645833332,0.04174975
69901,0.038331,0.009505535416666665,0.038331
69902,0.024168,0.009376399479166667,0.024168
69903,0.0113945,0.009284431770833334,0.0113945
69904,0.00249975,0.009239993229166667,0.00249975
69905,0.0001,0.009225508333333332,0.0001
69906,0.0,0.009225510416666667,0.0
69907,0.0,0.009225510416666667,0.0
69908,0.0,0.009225510416666667,0.0
69909,0.0,0.009225510416666667,0.0
69910,0.0,0.009225510416666667,0.0
69911,0.0,0.009225510416666667,0.0
69912,0.0,0.009225510416666667,0.0
69913,0.0,0.009225510416666667,0.0
69914,0.0,0.009225510416666667,0.0
69915,0.0,0.009225510416666667,0.0
69916,0.0,0.009225510416666667,0.0
69917,0.0,0.009225510416666667,0.0
69918,0.0,0.009225510416666667,0.0
69919,0.0,0.009225510416666667,0.0
69920,0.00139275,0.009225510416666667,0.00139275
69921,0.01368425,0.00921863125,0.01368425
69922,0.01933225,0.009171125520833334,0.01933225
69923,0.02584075,0.0090503828125,0.02584075
69924,0.0298255,0.008867237500000002,0.0298255
69925,0.0270995,0.008698329166666666,0.0270995
69926,0.02698775,0.008548308333333334,0.02698775
69927,0.01467225,0.008423655729166667,0.01467225
69928,0.0054475,0.008358313541666667,0.0054475
69929,5.05e-05,0.008337198958333332,5.05e-05
69930,0.0,0.008336994270833334,0.0
69931,0.0,0.008336994270833334,0.0
69932,0.0,0.008336994270833334,0.0
69933,0.0,0.008336994270833334,0.0
69934,0.0,0.008336994270833334,0.0
69935,0.0,0.008336994270833334,0.0
69936,0.0,0.008336994270833334,0.0
69937,0.0,0.008336994270833334,0.0
69938,0.0,0.008336994270833334,0.0
69939,0.0,0.008336994270833334,0.0
69940,0.0,0.008336994270833334,0.0
69941,0.0,0.008336994270833334,0.0
69942,0.0,0.008336994270833334,0.0
69943,0.0,0.008336994270833334,0.0
69944,0.00136225,0.008336994270833334,0.00136225
69945,0.0149605,0.008337643229166667,0.0149605
69946,0.03436125,0.008354134374999999,0.03436125
69947,0.040978,0.008387064062500001,0.040978
69948,0.04835725,0.008413014583333331,0.04835725
69949,0.03890625,0.008469085416666668,0.03890625
69950,0.0283235,0.0085194671875,0.0283235
69951,0.01808425,0.0085689703125,0.01808425
69952,0.00584825,0.008598564583333333,0.00584825
69953,0.0002,0.0086120140625,0.0002
69954,0.0,0.0086126390625,0.0
69955,0.0,0.0086126390625,0.0
69956,0.0,0.0086126390625,0.0
69957,0.0,0.0086126390625,0.0
69958,0.0,0.0086126390625,0.0
69959,0.0,0.0086126390625,0.0
69960,0.0,0.0086126390625,0.0
69961,0.0,0.0086126390625,0.0
69962,0.0,0.0086126390625,0.0
69963,0.0,0.0086126390625,0.0
69964,0.0,0.0086126390625,0.0
69965,0.0,0.0086126390625,0.0
69966,0.0,0.0086126390625,0.0
69967,0.0,0.0086126390625,0.0
69968,0.001548,0.0086126390625,0.001548
69969,0.0137285,0.008613055729166668,0.0137285
69970,0.0259,0.008609097395833333,0.0259
69971,0.0519295,0.008614938541666667,0.0519295
69972,0.07642625,0.008646990625,0.07642625
69973,0.07472925,0.0087004484375,0.07472925
69974,0.0619885,0.008765655208333334,0.0619885
69975,0.0339285,0.008840619791666667,0.0339285
69976,0.01120875,0.008903111979166666,0.01120875
69977,0.00040025,0.008937098958333334,0.00040025
69978,0.0,0.008941856770833333,0.0
69979,0.0,0.008941856770833333,0.0
69980,0.0,0.008941856770833333,0.0
69981,0.0,0.008941856770833333,0.0
69982,0.0,0.008941856770833333,0.0
69983,0.0,0.008941856770833333,0.0
69984,0.0,0.008941856770833333,0.0
69985,0.0,0.008941856770833333,0.0
69986,0.0,0.008941856770833333,0.0
69987,0.0,0.008941856770833333,0.0
69988,0.0,0.008941856770833333,0.0
69989,0.0,0.008941856770833333,0.0
69990,0.0,0.008941856770833333,0.0
69991,0.0,0.008941856770833333,0.0
69992,0.0014,0.008941856770833333,0.0014
69993,0.01369275,0.008937082291666667,0.01369275
69994,0.02989125,0.008923399479166667,0.02989125
69995,0.051998,0.0088700796875,0.051998
69996,0.067564,0.008774803125000001,0.067564
69997,0.05667025,0.0086676328125,0.05667025
69998,0.044523,0.008573200000000001,0.044523
69999,0.030638,0.008508385416666668,0.030638
70000,0.00900725,0.0084707359375,0.00900725
70001,0.0001495,0.008459077604166667,0.0001495
70002,0.0,0.0084594921875,0.0
70003,0.0,0.0084594921875,0.0
70004,0.0,0.0084594921875,0.0
70005,0.0,0.0084594921875,0.0
70006,0.0,0.0084594921875,0.0
70007,0.0,0.0084594921875,0.0
70008,0.0,0.0084594921875,0.0
70009,0.0,0.0084594921875,0.0
70010,0.0,0.0084594921875,0.0
70011,0.0,0.0084594921875,0.0
70012,0.0,0.0084594921875,0.0
70013,0.0,0.0084594921875,0.0
70014,0.0,0.0084594921875,0.0
70015,0.0,0.0084594921875,0.0
70016,0.00089725,0.0084594921875,0.00089725
70017,0.00782725,0.008462509895833335,0.00782725
70018,0.010624,0.0085141375,0.010624
70019,0.0196685,0.008589461979166666,0.0196685
70020,0.025054,0.008654110416666666,0.025054
70021,0.03274375,0.008727089583333335,0.03274375
70022,0.03563725,0.008799924479166665,0.03563725
70023,0.02300625,0.008898584374999999,0.02300625
70024,0.006952,0.008965905729166666,0.006952
70025,0.00024975,0.008989197395833334,0.00024975
70026,0.0,0.0089903421875,0.0
70027,0.0,0.0089903421875,0.0
70028,0.0,0.0089903421875,0.0
70029,0.0,0.0089903421875,0.0
70030,0.0,0.0089903421875,0.0
70031,0.0,0.0089903421875,0.0
70032,0.0,0.0089903421875,0.0
70033,0.0,0.0089903421875,0.0
70034,0.0,0.0089903421875,0.0
70035,0.0,0.0089903421875,0.0
70036,0.0,0.0089903421875,0.0
70037,0.0,0.0089903421875,0.0
70038,0.0,0.0089903421875,0.0
70039,0.0,0.0089903421875,0.0
70040,0.0005495,0.0089903421875,0.0005495
70041,0.00976575,0.008991925520833333,0.00976575
70042,0.01202625,0.009040021354166667,0.01202625
70043,0.01685775,0.0091135953125,0.01685775
70044,0.02470975,0.009267451041666668,0.02470975
70045,0.03066925,0.0094704296875,0.03066925
70046,0.039754,0.009711173958333331,0.039754
70047,0.034527,0.009906861458333334,0.034527
70048,0.01151075,0.010042220833333334,0.01151075
70049,0.00035,0.0100993796875,0.00035
70050,0.0,0.010103441666666666,0.0
70051,0.0,0.010103441666666666,0.0
70052,0.0,0.010103441666666666,0.0
70053,0.0,0.010103441666666666,0.0
70054,0.0,0.010103441666666666,0.0
70055,0.0,0.010103441666666666,0.0
70056,0.0,0.010103441666666666,0.0
70057,0.0,0.010103441666666666,0.0
70058,0.0,0.010103441666666666,0.0
70059,0.0,0.010103441666666666,0.0
70060,0.0,0.010103441666666666,0.0
70061,0.0,0.010103441666666666,0.0
70062,0.0,0.010103441666666666,0.0
70063,0.0,0.010103441666666666,0.0
70064,0.0006025,0.010103441666666666,0.0006025
70065,0.01042925,0.010103117187500002,0.01042925
70066,0.01792925,0.010096840624999999,0.01792925
70067,0.03083675,0.010102815104166666,0.03083675
70068,0.02805975,0.010123690624999999,0.02805975
70069,0.0318235,0.010214893229166666,0.0318235
70070,0.02609225,0.010268258854166667,0.02609225
70071,0.01647,0.010293911458333332,0.01647
70072,0.00720225,0.010303845833333332,0.00720225
70073,5e-05,0.010312638020833332,5e-05
70074,0.0,0.010314722395833335,0.0
70075,0.0,0.010314722395833335,0.0
70076,0.0,0.010314722395833335,0.0
70077,0.0,0.010314722395833335,0.0
70078,0.0,0.010314722395833335,0.0
70079,0.0,0.010314722395833335,0.0
70080,0.0,0.010314722395833335,0.0
70081,0.0,0.010314722395833335,0.0
70082,0.0,0.010314722395833335,0.0
70083,0.0,0.010314722395833335,0.0
70084,0.0,0.010314722395833335,0.0
70085,0.0,0.010314722395833335,0.0
70086,0.0,0.010314722395833335,0.0
70087,0.0,0.010314722395833335,0.0
70088,0.0014995,0.010314722395833335,0.0014995
70089,0.0103475,0.010318251041666667,0.0103475
70090,0.030193,0.0103526421875,0.030193
70091,0.059,0.010457934375,0.059
70092,0.0646295,0.010620055208333333,0.0646295
70093,0.056071,0.0108219875,0.056071
70094,0.03742,0.011046806770833334,0.03742
70095,0.02484325,0.011228586979166668,0.02484325
70096,0.00809025,0.011349451041666665,0.00809025
70097,0.00084875,0.011400178124999999,0.00084875
70098,0.0,0.011403719270833335,0.0
70099,0.0,0.011403719270833335,0.0
70100,0.0,0.011403719270833335,0.0
70101,0.0,0.011403719270833335,0.0
70102,0.0,0.011403719270833335,0.0
70103,0.0,0.011403719270833335,0.0
70104,0.0,0.011403719270833335,0.0
70105,0.0,0.011403719270833335,0.0
70106,0.0,0.011403719270833335,0.0
70107,0.0,0.011403719270833335,0.0
70108,0.0,0.011403719270833335,0.0
70109,0.0,0.011403719270833335,0.0
70110,0.0,0.011403719270833335,0.0
70111,0.0,0.011403719270833335,0.0
70112,0.001497,0.011403719270833335,0.001497
70113,0.0094825,0.0114049765625,0.0094825
70114,0.02228475,0.011427371354166667,0.02228475
70115,0.0454685,0.011529644791666667,0.0454685
70116,0.048944,0.011700176041666668,0.048944
70117,0.03987125,0.011919170833333333,0.03987125
70118,0.026984,0.012148159375,0.026984
70119,0.0139645,0.012330542708333335,0.0139645
70120,0.003781,0.012449861979166667,0.003781
70121,5.025e-05,0.012494203645833334,5.025e-05
70122,0.0,0.012498371875,0.0
70123,0.0,0.012498371875,0.0
70124,0.0,0.012498371875,0.0
70125,0.0,0.012498371875,0.0
70126,0.0,0.012498371875,0.0
70127,0.0,0.012498371875,0.0
70128,0.0,0.012498371875,0.0
70129,0.0,0.012498371875,0.0
70130,0.0,0.012498371875,0.0
70131,0.0,0.012498371875,0.0
70132,0.0,0.012498371875,0.0
70133,0.0,0.012498371875,0.0
70134,0.0,0.012498371875,0.0
70135,0.0,0.012498371875,0.0
70136,0.00074725,0.012498371875,0.00074725
70137,0.00651625,0.01250004375,0.00651625
70138,0.01499175,0.0125095921875,0.01499175
70139,0.021485,0.012532007291666666,0.021485
70140,0.032131,0.012550973958333333,0.032131
70141,0.02910325,0.012547121875000001,0.02910325
70142,0.0185905,0.012529755208333333,0.0185905
70143,0.0110695,0.012520383854166667,0.0110695
70144,0.00363725,0.012517465625,0.00363725
70145,0.00015,0.012520172395833334,0.00015
70146,0.0,0.012521105208333333,0.0
70147,0.0,0.012521105208333333,0.0
70148,0.0,0.012521105208333333,0.0
70149,0.0,0.012521105208333333,0.0
70150,0.0,0.012521105208333333,0.0
70151,0.0,0.012521105208333333,0.0
70152,0.0,0.012521105208333333,0.0
70153,0.0,0.012521105208333333,0.0
70154,0.0,0.012521105208333333,0.0
70155,0.0,0.012521105208333333,0.0
70156,0.0,0.012521105208333333,0.0
70157,0.0,0.012521105208333333,0.0
70158,0.0,0.012521105208333333,0.0
70159,0.0,0.012521105208333333,0.0
70160,0.00060025,0.012521105208333333,0.00060025
70161,0.0064545,0.012524244270833334,0.0064545
70162,0.01384225,0.012572351041666667,0.01384225
70163,0.01435175,0.012721905729166668,0.01435175
70164,0.02514225,0.012942105208333332,0.02514225
70165,0.029833,0.013207808854166668,0.029833
70166,0.023591,0.013455222916666667,0.023591
70167,0.019081,0.013634733333333334,0.019081
70168,0.005159,0.013759758854166667,0.005159
70169,0.0004005,0.013805064583333334,0.0004005
70170,0.0,0.013810480729166666,0.0
